campaign,payment_country,region,tenure,metric,result
2021,be,Total,Returned,active,30
2021,be,Total,Returned,apam,97.31
2021,be,Total,Returned,funds,2919.33
2021,be,Total,Returned,comment,
2021,be,Total,Team,donations,29
2021,be,Total,Team,atdd,409.03
2021,be,Total,Team,funds,11861.99
2021,be,Total,Team,comment,
2021,be,Other,Foundation,donations,46
2021,be,Other,Foundation,ada,383.82
2021,be,Other,Foundation,funds,17655.71
2021,be,Other,Foundation,comment,
2021,be,Other,New,regos,482
2021,be,Other,New,active,94
2021,be,Other,New,apam,138.98
2021,be,Other,New,funds,13063.77
2021,be,Other,New,comment,
2021,be,Other,Retained,regos_total_prior,875
2021,be,Other,Retained,regos,163
2021,be,Other,Retained,active,47
2021,be,Other,Retained,apam,420.31
2021,be,Other,Retained,funds,19754.79
2021,be,Other,Retained,comment,
2021,be,Other,Retained,regos_total_curnt,756
2021,be,Other,Returned,regos,111
2021,be,Other,Returned,active,30
2021,be,Other,Returned,apam,97.31
2021,be,Other,Returned,funds,2919.33
2021,be,Other,Returned,comment,
2021,be,Other,Team,donations,29
2021,be,Other,Team,atdd,409.03
2021,be,Other,Team,funds,11861.99
2021,be,Other,Team,comment,
2021,cz,Total,Foundation,donations,470
2021,cz,Total,Foundation,ada,639.71
2021,cz,Total,Foundation,funds,300665.0
2021,cz,Total,Foundation,comment,
2021,cz,Total,New,regos,1216
2021,cz,Total,New,active,199
2021,cz,Total,New,apam,816.41
2021,cz,Total,New,funds,162465.0
2021,cz,Total,New,comment,
2021,cz,Total,Retained,regos_total_prior,2883
2021,cz,Total,Retained,regos,941
2021,cz,Total,Retained,active,309
2021,cz,Total,Retained,apam,3849.15
2021,cz,Total,Retained,funds,1189388.77
2021,cz,Total,Retained,comment,
2021,cz,Total,Retained,regos_total_curnt,2594
2021,cz,Total,Returned,regos,437
2021,cz,Total,Returned,active,76
2021,cz,Total,Returned,apam,1338.47
2021,cz,Total,Returned,funds,101724.0
2021,cz,Total,Returned,comment,
2021,cz,Total,Team,donations,156
2021,cz,Total,Team,atdd,11160.88
2021,cz,Total,Team,funds,1741097.69
2021,cz,Total,Team,comment,
2021,cz,Other,Foundation,donations,470
2021,cz,Other,Foundation,ada,639.71
2021,cz,Other,Foundation,funds,300665.0
2021,cz,Other,Foundation,comment,
2021,cz,Other,New,regos,1216
2021,cz,Other,New,active,199
2021,cz,Other,New,apam,816.41
2021,cz,Other,New,funds,162465.0
2021,cz,Other,New,comment,
2021,cz,Other,Retained,regos_total_prior,2883
2021,cz,Other,Retained,regos,941
2021,cz,Other,Retained,active,309
2021,cz,Other,Retained,apam,3849.15
2021,cz,Other,Retained,funds,1189388.77
2021,cz,Other,Retained,comment,
2021,cz,Other,Retained,regos_total_curnt,2594
2021,cz,Other,Returned,regos,437
2021,cz,Other,Returned,active,76
2021,cz,Other,Returned,apam,1338.47
2021,cz,Other,Returned,funds,101724.0
2021,cz,Other,Returned,comment,
2021,cz,Other,Team,donations,156
2021,cz,Other,Team,atdd,11160.88
2021,cz,Other,Team,funds,1741097.69
2021,cz,Other,Team,comment,
2021,dk,Total,Foundation,donations,63
2021,dk,Total,Foundation,ada,520.14
2021,dk,Total,Foundation,funds,32769.0
2021,dk,Total,Foundation,comment,
2021,dk,Total,New,regos,637
2021,dk,Total,New,active,92
2021,dk,Total,New,apam,495.54
2021,dk,Total,New,funds,45590.0
2021,dk,Total,New,comment,
2021,dk,Total,Retained,regos_total_prior,831
2021,dk,Total,Retained,regos,67
2021,dk,Total,Retained,active,36
2021,dk,Total,Retained,apam,3721.47
2021,dk,Total,Retained,funds,133973.0
2021,dk,Total,Retained,comment,
2021,dk,Total,Retained,regos_total_curnt,803
2021,dk,Total,Returned,regos,99
2021,dk,Total,Returned,active,23
2021,dk,Total,Returned,apam,815.09
2021,dk,Total,Returned,funds,18747.0
2021,dk,Total,Returned,comment,
2021,dk,Total,Team,donations,35
2021,dk,Total,Team,atdd,1554.83
2021,dk,Total,Team,funds,54419.0
2021,dk,Total,Team,comment,
2021,dk,Other,Foundation,donations,63
2021,dk,Other,Foundation,ada,520.14
2021,dk,Other,Foundation,funds,32769.0
2021,dk,Other,Foundation,comment,
2021,dk,Other,New,regos,637
2021,dk,Other,New,active,92
2021,dk,Other,New,apam,495.54
2021,dk,Other,New,funds,45590.0
2021,dk,Other,New,comment,
2021,dk,Other,Retained,regos_total_prior,831
2021,dk,Other,Retained,regos,67
2021,dk,Other,Retained,active,36
2021,dk,Other,Retained,apam,3721.47
2021,dk,Other,Retained,funds,133973.0
2021,dk,Other,Retained,comment,
2021,dk,Other,Retained,regos_total_curnt,803
2021,dk,Other,Returned,regos,99
2021,dk,Other,Returned,active,23
2021,dk,Other,Returned,apam,815.09
2021,dk,Other,Returned,funds,18747.0
2021,dk,Other,Returned,comment,
2021,dk,Other,Team,donations,35
2021,dk,Other,Team,atdd,1554.83
2021,dk,Other,Team,funds,54419.0
2021,dk,Other,Team,comment,
2021,fi,Total,Foundation,donations,0
2021,fi,Total,Foundation,ada,0.0
2021,fi,Total,Foundation,funds,0.0
2021,fi,Total,Foundation,comment,
2021,fi,Total,New,regos,0
2021,fi,Total,New,active,0
2021,fi,Total,New,apam,0.0
2021,fi,Total,New,funds,0.0
2021,fi,Total,New,comment,
2021,fi,Total,Retained,regos_total_prior,9
2021,fi,Total,Retained,regos,2
2021,fi,Total,Retained,active,0
2021,fi,Total,Retained,apam,0.0
2021,fi,Total,Retained,funds,0.0
2021,fi,Total,Retained,comment,
2021,fi,Total,Retained,regos_total_curnt,17
2021,fi,Total,Returned,regos,15
2021,fi,Total,Returned,active,0
2021,fi,Total,Returned,apam,0.0
2021,fi,Total,Returned,funds,0.0
2021,fi,Total,Returned,comment,
2021,fi,Total,Team,donations,0
2021,fi,Total,Team,atdd,0.0
2021,fi,Total,Team,funds,0.0
2021,fi,Total,Team,comment,
2021,fi,Other,Foundation,donations,0
2021,fi,Other,Foundation,ada,0.0
2021,fi,Other,Foundation,funds,0.0
2021,fi,Other,Foundation,comment,
2021,fi,Other,New,regos,0
2021,fi,Other,New,active,0
2021,fi,Other,New,apam,0.0
2021,fi,Other,New,funds,0.0
2021,fi,Other,New,comment,
2021,fi,Other,Retained,regos_total_prior,9
2021,fi,Other,Retained,regos,2
2021,fi,Other,Retained,active,0
2021,fi,Other,Retained,apam,0.0
2021,fi,Other,Retained,funds,0.0
2021,fi,Other,Retained,comment,
2021,fi,Other,Retained,regos_total_curnt,17
2021,fi,Other,Returned,regos,15
2021,fi,Other,Returned,active,0
2021,fi,Other,Returned,apam,0.0
2021,fi,Other,Returned,funds,0.0
2021,fi,Other,Returned,comment,
2021,fi,Other,Team,donations,0
2021,fi,Other,Team,atdd,0.0
2021,fi,Other,Team,funds,0.0
2021,fi,Other,Team,comment,
2021,fr,Total,Foundation,donations,841
2021,fr,Total,Foundation,ada,147.93
2021,fr,Total,Foundation,funds,124406.29
2021,fr,Total,Foundation,comment,
2021,fr,Total,New,regos,6473
2021,fr,Total,New,active,641
2021,fr,Total,New,apam,84.39
2021,fr,Total,New,funds,54094.99
2021,fr,Total,New,comment,
2021,fr,Total,Retained,regos_total_prior,9350
2021,fr,Total,Retained,regos,1427
2021,fr,Total,Retained,active,410
2021,fr,Total,Retained,apam,238.19
2021,fr,Total,Retained,funds,97656.37
2021,fr,Total,Retained,comment,
2021,fr,Total,Retained,regos_total_curnt,8938
2021,fr,Total,Returned,regos,1038
2021,fr,Total,Returned,active,172
2021,fr,Total,Returned,apam,143.92
2021,fr,Total,Returned,funds,24754.22
2021,fr,Total,Returned,comment,
2021,fr,Total,Team,donations,234
2021,fr,Total,Team,atdd,399.68
2021,fr,Total,Team,funds,93525.22
2021,fr,Total,Team,comment,
2021,fr,Other,Foundation,donations,841
2021,fr,Other,Foundation,ada,147.93
2021,fr,Other,Foundation,funds,124406.29
2021,fr,Other,Foundation,comment,
2021,fr,Other,New,regos,6473
2021,fr,Other,New,active,641
2021,fr,Other,New,apam,84.39
2021,fr,Other,New,funds,54094.99
2021,fr,Other,New,comment,
2021,fr,Other,Retained,regos_total_prior,9350
2021,fr,Other,Retained,regos,1427
2021,fr,Other,Retained,active,410
2021,fr,Other,Retained,apam,238.19
2021,fr,Other,Retained,funds,97656.37
2021,fr,Other,Retained,comment,
2021,fr,Other,Retained,regos_total_curnt,8938
2021,fr,Other,Returned,regos,1038
2021,fr,Other,Returned,active,172
2021,fr,Other,Returned,apam,143.92
2021,fr,Other,Returned,funds,24754.22
2021,fr,Other,Returned,comment,
2021,fr,Other,Team,donations,234
2021,fr,Other,Team,atdd,399.68
2021,fr,Other,Team,funds,93525.22
2021,fr,Other,Team,comment,
2021,de,Total,Foundation,donations,994
2021,de,Total,Foundation,ada,101.57
2021,de,Total,Foundation,funds,100964.29
2021,de,Total,Foundation,comment,
2021,de,Total,New,regos,5541
2021,de,Total,New,active,1206
2021,de,Total,New,apam,97.96
2021,de,Total,New,funds,118141.36
2021,de,Total,New,comment,
2021,de,Total,Retained,regos_total_prior,9260
2021,de,Total,Retained,regos,1920
2021,de,Total,Retained,active,825
2021,de,Total,Retained,apam,271.02
2021,de,Total,Retained,funds,223587.59
2021,de,Total,Retained,comment,
2021,de,Total,Retained,regos_total_curnt,8215
2021,de,Total,Returned,regos,754
2021,de,Total,Returned,active,213
2021,de,Total,Returned,apam,116.43
2021,de,Total,Returned,funds,24799.85
2021,de,Total,Returned,comment,
2021,de,Total,Team,donations,440
2021,de,Total,Team,atdd,438.43
2021,de,Total,Team,funds,192908.13
2021,de,Total,Team,comment,
2021,de,Other,Foundation,donations,994
2021,de,Other,Foundation,ada,101.57
2021,de,Other,Foundation,funds,100964.29
2021,de,Other,Foundation,comment,
2021,de,Other,New,regos,5541
2021,de,Other,New,active,1206
2021,de,Other,New,apam,97.96
2021,de,Other,New,funds,118141.36
2021,de,Other,New,comment,
2021,de,Other,Retained,regos_total_prior,9260
2021,de,Other,Retained,regos,1920
2021,de,Other,Retained,active,825
2021,de,Other,Retained,apam,271.02
2021,de,Other,Retained,funds,223587.59
2021,de,Other,Retained,comment,
2021,de,Other,Retained,regos_total_curnt,8215
2021,de,Other,Returned,regos,754
2021,de,Other,Returned,active,213
2021,de,Other,Returned,apam,116.43
2021,de,Other,Returned,funds,24799.85
2021,de,Other,Returned,comment,
2021,de,Other,Team,donations,440
2021,de,Other,Team,atdd,438.43
2021,de,Other,Team,funds,192908.13
2021,de,Other,Team,comment,
2021,it,Total,Foundation,donations,0
2021,it,Total,Foundation,ada,0.0
2021,it,Total,Foundation,funds,0.0
2021,it,Total,Foundation,comment,
2021,it,Total,New,regos,0
2021,it,Total,New,active,0
2021,it,Total,New,apam,0.0
2021,it,Total,New,funds,0.0
2021,it,Total,New,comment,
2021,it,Total,Retained,regos_total_prior,0
2021,it,Total,Retained,regos,0
2021,it,Total,Retained,active,0
2021,it,Total,Retained,apam,0.0
2021,it,Total,Retained,funds,0.0
2021,it,Total,Retained,comment,
2021,it,Total,Retained,regos_total_curnt,0
2021,it,Total,Returned,regos,0
2021,it,Total,Returned,active,0
2021,it,Total,Returned,apam,0.0
2021,it,Total,Returned,funds,0.0
2021,it,Total,Returned,comment,
2021,it,Total,Team,donations,0
2021,it,Total,Team,atdd,0.0
2021,it,Total,Team,funds,0.0
2021,it,Total,Team,comment,
2021,it,Other,Foundation,donations,0
2021,it,Other,Foundation,ada,0.0
2021,it,Other,Foundation,funds,0.0
2021,it,Other,Foundation,comment,
2021,it,Other,New,regos,0
2021,it,Other,New,active,0
2021,it,Other,New,apam,0.0
2021,it,Other,New,funds,0.0
2021,it,Other,New,comment,
2021,it,Other,Retained,regos_total_prior,0
2021,it,Other,Retained,regos,0
2021,it,Other,Retained,active,0
2021,it,Other,Retained,apam,0.0
2021,it,Other,Retained,funds,0.0
2021,it,Other,Retained,comment,
2021,it,Other,Retained,regos_total_curnt,0
2021,it,Other,Returned,regos,0
2021,it,Other,Returned,active,0
2021,it,Other,Returned,apam,0.0
2021,it,Other,Returned,funds,0.0
2021,it,Other,Returned,comment,
2021,it,Other,Team,donations,0
2021,it,Other,Team,atdd,0.0
2021,it,Other,Team,funds,0.0
2021,it,Other,Team,comment,
2021,nl,Total,Foundation,donations,431
2021,nl,Total,Foundation,ada,58.76
2021,nl,Total,Foundation,funds,25325.27
2021,nl,Total,Foundation,comment,
2021,nl,Total,New,regos,2007
2021,nl,Total,New,active,777
2021,nl,Total,New,apam,159.91
2021,nl,Total,New,funds,124250.86
2021,nl,Total,New,comment,
2021,nl,Total,Retained,regos_total_prior,2797
2021,nl,Total,Retained,regos,493
2021,nl,Total,Retained,active,307
2021,nl,Total,Retained,apam,333.94
2021,nl,Total,Retained,funds,102520.75
2021,nl,Total,Retained,comment,
2021,nl,Total,Retained,regos_total_curnt,2767
2021,nl,Total,Returned,regos,267
2021,nl,Total,Returned,active,106
2021,nl,Total,Returned,apam,191.89
2021,nl,Total,Returned,funds,20340.25
2021,nl,Total,Returned,comment,
2021,nl,Total,Team,donations,154
2021,nl,Total,Team,atdd,400.41
2021,nl,Total,Team,funds,61663.16
2021,nl,Total,Team,comment,
2021,nl,Other,Foundation,donations,431
2021,nl,Other,Foundation,ada,58.76
2021,nl,Other,Foundation,funds,25325.27
2021,nl,Other,Foundation,comment,
2021,nl,Other,New,regos,2007
2021,nl,Other,New,active,777
2021,nl,Other,New,apam,159.91
2021,nl,Other,New,funds,124250.86
2021,nl,Other,New,comment,
2021,nl,Other,Retained,regos_total_prior,2797
2021,nl,Other,Retained,regos,493
2021,nl,Other,Retained,active,307
2021,nl,Other,Retained,apam,333.94
2021,nl,Other,Retained,funds,102520.75
2021,nl,Other,Retained,comment,
2021,nl,Other,Retained,regos_total_curnt,2767
2021,nl,Other,Returned,regos,267
2021,nl,Other,Returned,active,106
2021,nl,Other,Returned,apam,191.89
2021,nl,Other,Returned,funds,20340.25
2021,nl,Other,Returned,comment,
2021,nl,Other,Team,donations,154
2021,nl,Other,Team,atdd,400.41
2021,nl,Other,Team,funds,61663.16
2021,nl,Other,Team,comment,
2021,no,Total,Foundation,donations,183
2021,no,Total,Foundation,ada,887.09
2021,no,Total,Foundation,funds,162337.21
2021,no,Total,Foundation,comment,
2021,no,Total,New,regos,868
2021,no,Total,New,active,207
2021,no,Total,New,apam,1349.83
2021,no,Total,New,funds,279415.22
2021,no,Total,New,comment,
2021,no,Total,Retained,regos_total_prior,1699
2021,no,Total,Retained,regos,311
2021,no,Total,Retained,active,160
2021,no,Total,Retained,apam,3316.9
2021,no,Total,Retained,funds,530703.22
2021,no,Total,Retained,comment,
2021,no,Total,Retained,regos_total_curnt,1486
2021,no,Total,Returned,regos,307
2021,no,Total,Returned,active,68
2021,no,Total,Returned,apam,1350.04
2021,no,Total,Returned,funds,91802.86
2021,no,Total,Returned,comment,
2021,no,Total,Team,donations,80
2021,no,Total,Team,atdd,3799.76
2021,no,Total,Team,funds,303981.0
2021,no,Total,Team,comment,
2021,no,Other,Foundation,donations,183
2021,no,Other,Foundation,ada,887.09
2021,no,Other,Foundation,funds,162337.21
2021,no,Other,Foundation,comment,
2021,no,Other,New,regos,868
2021,no,Other,New,active,207
2021,no,Other,New,apam,1349.83
2021,no,Other,New,funds,279415.22
2021,no,Other,New,comment,
2021,no,Other,Retained,regos_total_prior,1699
2021,no,Other,Retained,regos,311
2021,no,Other,Retained,active,160
2021,no,Other,Retained,apam,3316.9
2021,no,Other,Retained,funds,530703.22
2021,no,Other,Retained,comment,
2021,no,Other,Retained,regos_total_curnt,1486
2021,no,Other,Returned,regos,307
2021,no,Other,Returned,active,68
2021,no,Other,Returned,apam,1350.04
2021,no,Other,Returned,funds,91802.86
2021,no,Other,Returned,comment,
2021,no,Other,Team,donations,80
2021,no,Other,Team,atdd,3799.76
2021,no,Other,Team,funds,303981.0
2021,no,Other,Team,comment,
2021,es,Total,Foundation,donations,546
2021,es,Total,Foundation,ada,57.6
2021,es,Total,Foundation,funds,31448.91
2021,es,Total,Foundation,comment,
2021,es,Total,New,regos,2523
2021,es,Total,New,active,431
2021,es,Total,New,apam,100.54
2021,es,Total,New,funds,43332.88
2021,es,Total,New,comment,
2021,es,Total,Retained,regos_total_prior,4683
2021,es,Total,Retained,regos,1086
2021,es,Total,Retained,active,481
2021,es,Total,Retained,apam,250.39
2021,es,Total,Retained,funds,120438.08
2021,es,Total,Retained,comment,
2021,es,Total,Retained,regos_total_curnt,4216
2021,es,Total,Returned,regos,607
2021,es,Total,Returned,active,121
2021,es,Total,Returned,apam,100.89
2021,es,Total,Returned,funds,12207.16
2021,es,Total,Returned,comment,
2021,es,Total,Team,donations,194
2021,es,Total,Team,atdd,308.35
2021,es,Total,Team,funds,59818.98
2021,es,Total,Team,comment,
2021,es,Other,Foundation,donations,546
2021,es,Other,Foundation,ada,57.6
2021,es,Other,Foundation,funds,31448.91
2021,es,Other,Foundation,comment,
2021,es,Other,New,regos,2523
2021,es,Other,New,active,431
2021,es,Other,New,apam,100.54
2021,es,Other,New,funds,43332.88
2021,es,Other,New,comment,
2021,es,Other,Retained,regos_total_prior,4683
2021,es,Other,Retained,regos,1086
2021,es,Other,Retained,active,481
2021,es,Other,Retained,apam,250.39
2021,es,Other,Retained,funds,120438.08
2021,es,Other,Retained,comment,
2021,es,Other,Retained,regos_total_curnt,4216
2021,es,Other,Returned,regos,607
2021,es,Other,Returned,active,121
2021,es,Other,Returned,apam,100.89
2021,es,Other,Returned,funds,12207.16
2021,es,Other,Returned,comment,
2021,es,Other,Team,donations,194
2021,es,Other,Team,atdd,308.35
2021,es,Other,Team,funds,59818.98
2021,es,Other,Team,comment,
2021,se,Total,Foundation,donations,174
2021,se,Total,Foundation,ada,945.71
2021,se,Total,Foundation,funds,164553.1
2021,se,Total,Foundation,comment,
2021,se,Total,New,regos,915
2021,se,Total,New,active,153
2021,se,Total,New,apam,1409.83
2021,se,Total,New,funds,215703.84
2021,se,Total,New,comment,
2021,se,Total,Retained,regos_total_prior,1493
2021,se,Total,Retained,regos,228
2021,se,Total,Retained,active,96
2021,se,Total,Retained,apam,6417.13
2021,se,Total,Retained,funds,616044.1
2021,se,Total,Retained,comment,
2021,se,Total,Retained,regos_total_curnt,1355
2021,se,Total,Returned,regos,212
2021,se,Total,Returned,active,37
2021,se,Total,Returned,apam,3393.67
2021,se,Total,Returned,funds,125565.69
2021,se,Total,Returned,comment,
2021,se,Total,Team,donations,92
2021,se,Total,Team,atdd,5811.4
2021,se,Total,Team,funds,534648.73
2021,se,Total,Team,comment,
2021,se,Other,Foundation,donations,174
2021,se,Other,Foundation,ada,945.71
2021,se,Other,Foundation,funds,164553.1
2021,se,Other,Foundation,comment,
2021,se,Other,New,regos,915
2021,se,Other,New,active,153
2021,se,Other,New,apam,1409.83
2021,se,Other,New,funds,215703.84
2021,se,Other,New,comment,
2021,se,Other,Retained,regos_total_prior,1493
2021,se,Other,Retained,regos,228
2021,se,Other,Retained,active,96
2021,se,Other,Retained,apam,6417.13
2021,se,Other,Retained,funds,616044.1
2021,se,Other,Retained,comment,
2021,se,Other,Retained,regos_total_curnt,1355
2021,se,Other,Returned,regos,212
2021,se,Other,Returned,active,37
2021,se,Other,Returned,apam,3393.67
2021,se,Other,Returned,funds,125565.69
2021,se,Other,Returned,comment,
2021,se,Other,Team,donations,92
2021,se,Other,Team,atdd,5811.4
2021,se,Other,Team,funds,534648.73
2021,se,Other,Team,comment,
2021,ch,Total,Foundation,donations,244
2021,ch,Total,Foundation,ada,177.7
2021,ch,Total,Foundation,funds,43359.42
2021,ch,Total,Foundation,comment,
2021,ch,Total,New,regos,1889
2021,ch,Total,New,active,579
2021,ch,Total,New,apam,146.51
2021,ch,Total,New,funds,84829.27
2021,ch,Total,New,comment,
2021,ch,Total,Retained,regos_total_prior,3382
2021,ch,Total,Retained,regos,762
2021,ch,Total,Retained,active,407
2021,ch,Total,Retained,apam,367.54
2021,ch,Total,Retained,funds,149590.67
2021,ch,Total,Retained,comment,
2021,ch,Total,Retained,regos_total_curnt,2955
2021,ch,Total,Returned,regos,304
2021,ch,Total,Returned,active,120
2021,ch,Total,Returned,apam,201.93
2021,ch,Total,Returned,funds,24232.05
2021,ch,Total,Returned,comment,
2021,ch,Total,Team,donations,199
2021,ch,Total,Team,atdd,667.29
2021,ch,Total,Team,funds,132791.55
2021,ch,Total,Team,comment,
2021,ch,Other,Foundation,donations,244
2021,ch,Other,Foundation,ada,177.7
2021,ch,Other,Foundation,funds,43359.42
2021,ch,Other,Foundation,comment,
2021,ch,Other,New,regos,1889
2021,ch,Other,New,active,579
2021,ch,Other,New,apam,146.51
2021,ch,Other,New,funds,84829.27
2021,ch,Other,New,comment,
2021,ch,Other,Retained,regos_total_prior,3382
2021,ch,Other,Retained,regos,762
2021,ch,Other,Retained,active,407
2021,ch,Other,Retained,apam,367.54
2021,ch,Other,Retained,funds,149590.67
2021,ch,Other,Retained,comment,
2021,ch,Other,Retained,regos_total_curnt,2955
2021,ch,Other,Returned,regos,304
2021,ch,Other,Returned,active,120
2021,ch,Other,Returned,apam,201.93
2021,ch,Other,Returned,funds,24232.05
2021,ch,Other,Returned,comment,
2021,ch,Other,Team,donations,199
2021,ch,Other,Team,atdd,667.29
2021,ch,Other,Team,funds,132791.55
2021,ch,Other,Team,comment,
2021,hk,Total,Foundation,donations,84
2021,hk,Total,Foundation,ada,981.19
2021,hk,Total,Foundation,funds,82420.0
2021,hk,Total,Foundation,comment,
2021,hk,Total,New,regos,639
2021,hk,Total,New,active,213
2021,hk,Total,New,apam,3882.34
2021,hk,Total,New,funds,826938.0
2021,hk,Total,New,comment,
2021,hk,Total,Retained,regos_total_prior,845
2021,hk,Total,Retained,regos,221
2021,hk,Total,Retained,active,119
2021,hk,Total,Retained,apam,6666.33
2021,hk,Total,Retained,funds,793293.0
2021,hk,Total,Retained,comment,
2021,hk,Total,Retained,regos_total_curnt,998
2021,hk,Total,Returned,regos,138
2021,hk,Total,Returned,active,77
2021,hk,Total,Returned,apam,6266.44
2021,hk,Total,Returned,funds,482516.0
2021,hk,Total,Returned,comment,
2021,hk,Total,Team,donations,62
2021,hk,Total,Team,atdd,11358.27
2021,hk,Total,Team,funds,704213.0
2021,hk,Total,Team,comment,
2021,hk,Other,Foundation,donations,84
2021,hk,Other,Foundation,ada,981.19
2021,hk,Other,Foundation,funds,82420.0
2021,hk,Other,Foundation,comment,
2021,hk,Other,New,regos,639
2021,hk,Other,New,active,213
2021,hk,Other,New,apam,3882.34
2021,hk,Other,New,funds,826938.0
2021,hk,Other,New,comment,
2021,hk,Other,Retained,regos_total_prior,845
2021,hk,Other,Retained,regos,221
2021,hk,Other,Retained,active,119
2021,hk,Other,Retained,apam,6666.33
2021,hk,Other,Retained,funds,793293.0
2021,hk,Other,Retained,comment,
2021,hk,Other,Retained,regos_total_curnt,998
2021,hk,Other,Returned,regos,138
2021,hk,Other,Returned,active,77
2021,hk,Other,Returned,apam,6266.44
2021,hk,Other,Returned,funds,482516.0
2021,hk,Other,Returned,comment,
2021,hk,Other,Team,donations,62
2021,hk,Other,Team,atdd,11358.27
2021,hk,Other,Team,funds,704213.0
2021,hk,Other,Team,comment,
2021,ex,Total,Foundation,donations,428
2021,ex,Total,Foundation,ada,50.11
2021,ex,Total,Foundation,funds,21446.42
2021,ex,Total,Foundation,comment,
2021,ex,Total,New,regos,4100
2021,ex,Total,New,active,571
2021,ex,Total,New,apam,204.39
2021,ex,Total,New,funds,116704.1
2021,ex,Total,New,comment,
2021,ex,Total,Retained,regos_total_prior,5079
2021,ex,Total,Retained,regos,678
2021,ex,Total,Retained,active,176
2021,ex,Total,Retained,apam,345.63
2021,ex,Total,Retained,funds,60831.19
2021,ex,Total,Retained,comment,
2021,ex,Total,Retained,regos_total_curnt,5200
2021,ex,Total,Returned,regos,422
2021,ex,Total,Returned,active,85
2021,ex,Total,Returned,apam,217.14
2021,ex,Total,Returned,funds,18457.02
2021,ex,Total,Returned,comment,
2021,ex,Total,Team,donations,206
2021,ex,Total,Team,atdd,375.24
2021,ex,Total,Team,funds,77298.61
2021,ex,Total,Team,comment,
2021,ex,Other,Foundation,donations,428
2021,ex,Other,Foundation,ada,50.11
2021,ex,Other,Foundation,funds,21446.42
2021,ex,Other,Foundation,comment,
2021,ex,Other,New,regos,4100
2021,ex,Other,New,active,571
2021,ex,Other,New,apam,204.39
2021,ex,Other,New,funds,116704.1
2021,ex,Other,New,comment,
2021,ex,Other,Retained,regos_total_prior,5079
2021,ex,Other,Retained,regos,678
2021,ex,Other,Retained,active,176
2021,ex,Other,Retained,apam,345.63
2021,ex,Other,Retained,funds,60831.19
2021,ex,Other,Retained,comment,
2021,ex,Other,Retained,regos_total_curnt,5200
2021,ex,Other,Returned,regos,422
2021,ex,Other,Returned,active,85
2021,ex,Other,Returned,apam,217.14
2021,ex,Other,Returned,funds,18457.02
2021,ex,Other,Returned,comment,
2021,ex,Other,Team,donations,206
2021,ex,Other,Team,atdd,375.24
2021,ex,Other,Team,funds,77298.61
2021,ex,Other,Team,comment,
2021,sg,Total,Foundation,donations,61
2021,sg,Total,Foundation,ada,152.3
2021,sg,Total,Foundation,funds,9290.0
2021,sg,Total,Foundation,comment,
2021,sg,Total,New,regos,590
2021,sg,Total,New,active,171
2021,sg,Total,New,apam,684.22
2021,sg,Total,New,funds,117001.11
2021,sg,Total,New,comment,
2021,sg,Total,Retained,regos_total_prior,1425
2021,sg,Total,Retained,regos,196
2021,sg,Total,Retained,active,109
2021,sg,Total,Retained,apam,651.91
2021,sg,Total,Retained,funds,71058.58
2021,sg,Total,Retained,comment,
2021,sg,Total,Retained,regos_total_curnt,863
2021,sg,Total,Returned,regos,77
2021,sg,Total,Returned,active,30
2021,sg,Total,Returned,apam,335.34
2021,sg,Total,Returned,funds,10060.21
2021,sg,Total,Returned,comment,
2021,sg,Total,Team,donations,49
2021,sg,Total,Team,atdd,943.89
2021,sg,Total,Team,funds,46250.54
2021,sg,Total,Team,comment,
2021,sg,Other,Foundation,donations,61
2021,sg,Other,Foundation,ada,152.3
2021,sg,Other,Foundation,funds,9290.0
2021,sg,Other,Foundation,comment,
2021,sg,Other,New,regos,590
2021,sg,Other,New,active,171
2021,sg,Other,New,apam,684.22
2021,sg,Other,New,funds,117001.11
2021,sg,Other,New,comment,
2021,sg,Other,Retained,regos_total_prior,1425
2021,sg,Other,Retained,regos,196
2021,sg,Other,Retained,active,109
2021,sg,Other,Retained,apam,651.91
2021,sg,Other,Retained,funds,71058.58
2021,sg,Other,Retained,comment,
2021,sg,Other,Retained,regos_total_curnt,863
2021,sg,Other,Returned,regos,77
2021,sg,Other,Returned,active,30
2021,sg,Other,Returned,apam,335.34
2021,sg,Other,Returned,funds,10060.21
2021,sg,Other,Returned,comment,
2021,sg,Other,Team,donations,49
2021,sg,Other,Team,atdd,943.89
2021,sg,Other,Team,funds,46250.54
2021,sg,Other,Team,comment,
2021,za,Total,Foundation,donations,0
2021,za,Total,Foundation,ada,0.0
2021,za,Total,Foundation,funds,0.0
2021,za,Total,Foundation,comment,
2021,za,Total,New,regos,35
2021,za,Total,New,active,1
2021,za,Total,New,apam,2500.0
2021,za,Total,New,funds,2500.0
2021,za,Total,New,comment,
2021,za,Total,Retained,regos_total_prior,2946
2021,za,Total,Retained,regos,0
2021,za,Total,Retained,active,0
2021,za,Total,Retained,apam,0.0
2021,za,Total,Retained,funds,0.0
2021,za,Total,Retained,comment,
2021,za,Total,Retained,regos_total_curnt,38
2021,za,Total,Returned,regos,3
2021,za,Total,Returned,active,0
2021,za,Total,Returned,apam,0.0
2021,za,Total,Returned,funds,0.0
2021,za,Total,Returned,comment,
2021,za,Total,Team,donations,0
2021,za,Total,Team,atdd,0.0
2021,za,Total,Team,funds,0.0
